GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH5001,AH5002,AH5003,AH5004,AH5005,AH5006,AG7001,AG7002,AG7003,AG7004,AG8001,AG8002,AG8003,AG8004,AG8005,AG8006,AG8007,AHV001,AHV002,AHV003,AHV004,AHV005,AHV006,AHV007,AHV008,AHV009,AHV010,AHV011,AHV012,AHV013,AHV014,AHV015,AHV016,AHV017,AHV018,AHV019,AHV020,AHV021,AHV022,AHV023,AHV024,AHV025,AHV026,AHV027,AHV028,AHV029,AHV030,AHW001,AHW002
"G0501310","1860","Arkansas","050","Sebastian","1310","Sebastian",9238,7973,1,0,584,0,0,1000,0,8947,62427,54,151,292,117,34,1,1,146,666,735,615,494,887,581,374,204,68,18,4,0,0,19,158,665,719,602,501,802,493,267,142,57,16,4,0,0,1,,
"G0501330","1860","Arkansas","050","Sevier","1330","Sevier",10516,7111,0,0,39,0,0,175,40,19795,133766,32,187,299,156,110,7,3,204,766,863,767,559,1012,616,381,188,94,24,4,1,0,6,191,750,809,718,565,911,570,267,142,77,21,5,1,1,3,,
"G0501390","1860","Arkansas","050","Union","1390","Union",12288,5892,0,0,65,0,0,17730,110,19204,146920,6,30,117,118,254,27,8,174,836,1042,780,655,1346,729,415,236,105,29,6,2,0,0,153,882,993,729,716,1192,572,384,185,93,26,1,2,0,5,,
"G0501410","1860","Arkansas","050","Van Buren","1410","Van Buren",5357,5153,0,0,4,0,0,0,0,19204,61475,45,115,184,92,28,0,0,108,396,435,382,304,492,312,172,101,42,9,4,0,0,0,100,377,437,409,307,426,270,168,65,29,6,5,1,0,0,,
"G0501430","1860","Arkansas","050","Washington","1430","Washington",14673,13023,2,45,110,0,0,450,7025,36314,129095,7,96,525,375,130,0,0,272,1120,1279,1139,850,1216,750,519,280,151,43,6,1,1,0,227,1076,1148,1001,800,1202,717,465,251,117,35,4,2,1,0,,
"G0501450","1860","Arkansas","050","White","1450","White",8316,6849,1,2,32,0,0,565,0,9112,63501,45,163,311,120,56,2,0,94,585,607,650,457,842,514,315,142,64,18,2,0,1,19,88,554,625,606,529,787,396,248,111,48,5,2,2,2,3,,
"G0501490","1860","Arkansas","050","Yell","1490","Yell",6333,5307,0,0,28,0,0,85,125,22368,68705,38,87,234,145,60,0,0,93,422,525,511,387,626,385,209,122,57,12,6,0,0,6,92,406,487,439,353,569,308,181,85,40,6,3,0,2,1,,
"G0600010","1860","California","060","Alameda","0010","Alameda",8927,5244,26,22,3628,6,1,28530,129720,0,149268,48,54,97,134,307,12,6,134,489,309,253,290,1812,1557,625,220,85,9,0,1,0,0,183,488,357,213,259,765,523,201,102,44,8,0,0,0,0,,
"G0600050","1860","California","060","Amador","0050","Amador",10930,5374,81,5,5468,2,0,20910,26840,0,176661,34,54,95,72,132,5,0,112,427,311,215,341,2909,2775,1150,360,91,8,0,0,0,0,96,360,272,186,182,506,400,156,53,19,1,0,0,0,0,,
"G0600070","1860","California","060","Butte","0070","Butte",12106,7441,62,6,4594,3,0,13277,4925,0,71575,23,28,64,94,182,14,6,105,377,292,186,432,3714,3675,907,267,71,9,1,0,0,0,83,344,234,179,159,532,362,111,56,6,4,0,0,0,0,,
"G0600090","1860","California","060","Calaveras","0090","Calaveras",16299,6858,74,8,9346,12,1,26567,28972,0,213030,49,39,88,75,99,7,1,139,493,317,269,421,4719,4689,1837,639,166,4,3,0,0,2,106,479,296,164,173,655,476,171,58,20,0,2,0,0,1,,
"G0600110","1860","California","060","Colusa","0110","Colusa",2274,1963,6,18,286,0,1,200,600,0,44695,2,9,24,21,131,21,24,31,115,79,85,68,563,467,150,42,19,2,1,0,0,0,30,128,85,54,69,143,92,28,14,9,0,0,0,0,0,,
"G0600130","1860","California","060","Contra Costa","0130","Contra Costa",5328,3786,16,7,1515,2,2,9835,11394,80080,84989,18,24,69,84,214,26,12,111,329,244,189,188,1018,852,376,105,54,6,3,0,0,0,73,335,269,169,165,377,265,117,50,22,10,1,0,0,0,,
"G0600150","1860","California","060","Del Norte","0150","Del Norte",1993,1137,0,33,808,0,15,0,9175,0,32665,9,12,18,11,34,4,0,18,84,50,45,82,537,508,165,50,14,0,0,0,0,0,23,63,36,35,54,119,67,32,8,3,0,0,0,0,0,,
"G0600170","1860","California","060","El Dorado","0170","El Dorado",20562,10095,250,0,10190,23,4,84815,48466,0,354054,58,46,79,64,192,31,14,157,664,440,392,708,5989,5491,1967,652,181,16,4,0,0,0,165,666,462,318,318,909,692,259,78,26,7,1,0,0,0,,
"G0600190","1860","California","060","Fresno","0190","Fresno",4605,3992,2,1,610,0,0,150,1100,0,1650,15,22,22,12,14,0,0,79,172,199,255,313,821,626,269,65,84,19,16,14,1,0,98,192,194,231,290,297,208,102,16,26,5,6,7,0,0,,
"G0600230","1860","California","060","Humboldt","0230","Humboldt",2694,2112,2,1,576,3,0,410,3350,0,18551,2,24,67,27,9,0,0,40,184,139,113,81,445,529,188,69,34,4,0,0,0,0,30,179,121,90,66,167,140,44,21,7,3,0,0,0,0,,
"G0600315","1860","California","060","Klamath","0315","Klamath",1803,672,2,1,1127,1,0,300,1000,0,21093,7,10,21,8,11,0,0,11,33,21,11,17,863,518,122,31,8,1,0,0,0,0,4,37,17,13,12,50,27,5,2,0,0,0,0,0,0,,
"G0600370","1860","California","060","Los Angeles","0370","Los Angeles",11333,8045,57,23,3201,5,2,57290,8920,80040,13800,46,51,94,61,49,4,1,159,621,649,492,527,1911,1359,641,327,139,36,21,9,5,0,172,583,617,488,488,915,567,319,151,64,28,18,11,16,0,,
"G0600410","1860","California","060","Marin","0410","Marin",3334,2243,14,0,1068,9,0,300,0,0,40177,10,10,28,42,152,17,2,45,152,150,115,133,840,668,212,78,26,5,1,0,1,71,38,146,102,71,76,183,105,54,18,7,1,0,0,2,34,,
"G0600430","1860","California","060","Mariposa","0430","Mariposa",6243,2316,75,4,3837,11,0,150,3425,0,72000,15,17,27,28,22,3,0,34,178,134,84,170,1931,1770,666,200,63,11,0,0,0,0,44,176,121,64,64,256,181,60,27,9,0,0,0,0,0,,
"G0600450","1860","California","060","Mendocino","0450","Mendocino",3967,3518,3,0,446,0,0,0,100,0,32242,1,2,2,35,435,8,10,52,272,203,177,191,765,661,236,103,49,17,9,2,1,0,60,199,167,118,135,252,164,77,29,21,4,3,0,0,0,,
"G0600470","1860","California","060","Merced","0470","Merced",1141,809,8,14,309,1,0,3800,4915,0,16795,1,5,21,24,76,5,0,16,61,45,34,51,263,224,81,32,9,2,0,1,0,0,14,61,42,25,33,69,41,23,9,4,0,1,0,0,0,,
"G0600530","1860","California","060","Monterey","0530","Monterey",4739,3645,13,0,1077,4,0,4415,4080,0,59718,3,15,31,39,97,18,19,97,354,294,221,207,726,630,281,91,53,16,6,0,1,0,65,283,268,195,182,346,226,99,54,31,8,3,1,1,0,,
"G0600550","1860","California","060","Napa","0550","Napa",5521,4577,36,15,889,4,0,30215,450,48794,67302,9,16,48,92,218,28,13,110,361,264,224,230,1009,796,315,122,52,10,2,0,0,0,115,327,293,202,181,446,260,121,51,21,8,1,0,0,0,,
"G0600570","1860","California","060","Nevada","0570","Nevada",16446,8863,70,74,7427,2,10,5770,32500,0,110300,14,25,46,37,30,0,0,86,498,337,207,309,5451,5173,1120,330,96,8,5,0,0,15,89,453,308,188,228,774,537,160,51,22,0,1,0,0,0,,
"G0600610","1860","California","060","Placer","0610","Placer",13270,7004,22,21,6214,1,8,21925,39186,16059,67665,17,20,61,55,97,4,0,125,413,270,207,318,3833,4138,1120,358,111,5,2,0,2,0,126,380,289,172,161,610,442,130,44,12,1,1,0,0,0,,
"G0600630","1860","California","060","Plumas","0630","Plumas",4363,2857,3,1,1501,1,0,0,51275,0,74550,0,0,5,15,151,27,6,3,132,98,81,95,1718,1172,325,118,29,1,0,0,0,0,4,117,66,50,50,162,95,35,9,3,0,0,0,0,0,,
"G0600670","1860","California","060","Sacramento","0670","Sacramento",24142,15023,420,7,8651,40,1,70360,139214,0,37102,52,102,152,136,710,61,10,298,1072,811,658,767,5253,5159,1893,625,194,22,4,2,0,1,257,1080,866,590,673,1878,1316,467,174,61,14,5,0,0,2,,
"G0600710","1860","California","060","San Bernardino","0710","San Bernardino",5551,5023,19,0,509,0,0,2450,300,0,16392,1,22,39,18,16,0,1,58,334,478,358,272,662,551,298,113,49,7,2,0,0,0,62,295,357,276,213,497,379,192,65,23,7,2,1,0,0,,
"G0600730","1860","California","060","San Diego","0730","San Diego",4324,3833,3,2,483,1,2,400,800,0,23315,6,9,27,27,8,1,0,29,218,192,147,138,629,505,265,138,108,48,22,24,10,0,26,201,192,165,167,529,228,128,87,58,29,19,11,11,0,,
"G0600750","1860","California","060","San Francisco","0750","San Francisco",56802,27332,431,585,28294,72,88,0,72800,0,0,4,15,29,11,22,2,0,945,2892,2171,1408,1559,9658,10421,4121,1164,302,73,11,1,1,49,887,2836,2125,1562,1717,6051,4435,1544,567,216,60,13,2,2,9,,
"G0600770","1860","California","060","San Joaquin","0770","San Joaquin",9435,7055,85,37,2254,2,2,10450,11490,0,8885,6,24,99,128,582,45,20,163,618,440,359,320,1753,1603,667,200,69,17,1,0,1,0,174,519,387,283,259,687,561,225,96,22,11,0,0,0,0,,
"G0600790","1860","California","060","San Luis Obispo","0790","San Luis Obispo",1782,1375,5,5,395,2,0,1100,3500,0,6000,0,3,21,18,14,0,0,39,122,105,71,75,275,249,103,40,20,4,2,1,1,0,20,109,101,86,88,126,81,40,15,7,1,1,0,0,0,,
"G0600810","1860","California","060","San Mateo","0810","San Mateo",3214,1941,8,39,1205,1,20,1545,28476,0,74907,46,32,67,64,82,7,6,41,177,124,95,104,678,651,227,105,38,9,3,1,2,0,42,152,129,76,77,211,164,66,29,10,2,1,0,0,0,,
"G0600830","1860","California","060","Santa Barbara","0830","Santa Barbara",3543,2968,0,0,575,0,0,11700,150,0,35500,10,21,22,14,9,2,0,54,229,273,185,175,458,349,171,82,45,12,2,0,1,0,62,225,275,179,165,301,137,87,43,21,9,3,0,0,0,,
"G0600850","1860","California","060","Santa Clara","0850","Santa Clara",11912,8483,45,36,3342,2,4,30095,46550,0,64645,21,46,144,173,274,6,1,172,712,631,438,482,1981,1864,682,356,137,16,6,0,1,0,225,708,594,415,420,910,611,314,155,69,9,4,0,0,0,,
"G0600870","1860","California","060","Santa Cruz","0870","Santa Cruz",4944,3843,15,8,1069,9,0,5480,0,0,10360,0,2,31,42,112,9,19,79,336,310,256,163,798,721,310,130,38,16,3,1,1,8,87,283,278,171,146,373,241,112,61,15,4,2,0,0,1,,
"G0600890","1860","California","060","Shasta","0890","Shasta",4360,2775,19,22,1543,0,1,16250,18310,0,82035,21,21,43,54,74,3,2,50,181,137,102,121,1051,1156,389,118,18,4,0,0,0,0,59,184,123,95,88,240,161,63,13,5,2,0,0,0,0,,
"G0600910","1860","California","060","Sierra","0910","Sierra",11387,5050,37,16,6280,4,0,3700,48930,14590,166936,18,17,4,0,0,0,0,68,277,146,106,255,4422,3433,854,223,45,4,0,0,0,0,70,272,153,82,88,501,306,64,17,0,1,0,0,0,0,,
"G0600930","1860","California","060","Siskiyou","0930","Siskiyou",7629,4842,32,31,2716,0,8,100,82040,1735,172022,2,16,37,40,178,22,2,60,272,157,94,177,2480,2267,578,182,31,1,0,0,0,0,88,238,154,85,99,399,183,64,15,4,0,1,0,0,0,,
"G0600950","1860","California","060","Solano","0950","Solano",7169,5020,32,9,2107,0,1,26785,44520,4170,168085,22,18,34,50,143,21,19,130,439,295,229,227,1420,1278,450,174,53,14,2,0,0,0,114,448,316,209,184,558,369,154,70,29,4,3,0,0,0,,
"G0600970","1860","California","060","Sonoma","0970","Sonoma",11867,9972,44,36,1810,4,1,29131,8187,1024,129009,15,21,65,122,478,26,29,207,854,696,545,504,1901,1654,697,277,118,24,5,1,0,0,183,736,624,468,387,849,643,273,144,53,20,4,0,0,0,,
"G0600990","1860","California","060","Stanislaus","0990","Stanislaus",2245,1449,21,23,751,1,0,600,4525,0,38254,15,14,20,26,123,7,3,30,94,69,42,81,500,502,197,92,21,2,0,0,0,0,37,113,60,56,53,139,89,42,18,6,1,1,0,0,0,,
"G0601010","1860","California","060","Sutter","1010","Sutter",3390,2683,18,4,677,7,1,4000,7350,0,86564,19,24,98,103,271,26,8,63,187,123,88,131,890,625,204,75,20,1,1,0,0,0,53,163,122,94,83,223,137,69,28,9,0,1,0,0,0,,
"G0601030","1860","California","060","Tehama","1030","Tehama",4044,3287,20,22,715,0,0,13670,8800,250,30427,1,14,26,26,94,17,10,20,157,117,128,240,1291,707,213,78,15,3,0,0,0,59,16,128,83,74,218,279,129,47,21,5,0,0,0,0,16,,
"G0601050","1860","California","060","Trinity","1050","Trinity",5125,1976,15,1,3132,1,0,650,66775,0,119971,8,16,28,18,16,0,0,46,120,61,89,203,1663,1636,500,127,37,3,0,0,0,0,29,103,55,35,67,201,109,32,6,3,0,0,0,0,0,,
"G0601070","1860","California","060","Tulare","1070","Tulare",4638,4309,8,15,306,0,0,1300,5105,8711,75995,43,70,153,91,102,10,0,47,217,183,183,162,1207,904,396,113,50,5,1,0,0,0,43,190,170,133,145,239,140,63,34,10,3,0,0,0,0,,
"G0601090","1860","California","060","Tuolumne","1090","Tuolumne",16229,7693,57,96,8370,4,9,54980,49260,0,139460,49,33,54,60,47,0,2,170,610,405,240,307,4126,4527,1584,574,153,7,1,0,0,0,165,593,404,216,220,917,670,219,86,28,3,2,1,1,0,,
"G0601130","1860","California","060","Yolo","1130","Yolo",4716,3820,26,0,869,0,1,18141,24060,200,92267,11,39,65,100,388,26,15,76,263,198,183,170,1010,860,303,110,35,5,1,0,0,0,73,291,199,145,134,273,227,87,49,21,2,1,0,0,0,,
"G0601150","1860","California","060","Yuba","1150","Yuba",13668,7528,115,90,5907,9,19,142490,80320,0,148912,78,40,79,77,146,13,1,136,487,371,255,384,3934,3310,1058,342,93,16,2,1,3,13,140,454,351,236,264,867,627,205,87,26,4,2,0,0,0,,
"G0900010","1860","Connecticut","090","Fairfield","0010","Fairfield",77476,63697,1369,293,12103,11,3,77972,107539,2754,521811,176,468,1576,1386,627,0,0,1000,3806,4150,3848,3570,6411,5257,3976,2655,1712,810,192,16,1,0,1059,3779,4121,3707,3922,7679,5628,3899,2895,1983,1047,308,44,1,0,,
"G0900030","1860","Connecticut","090","Hartford","0030","Hartford",89962,69133,1110,199,19510,10,0,120013,144768,9361,606643,245,452,1043,1281,952,9,2,1103,4386,4604,4065,4298,8780,6888,4680,2977,1676,774,183,13,2,8,1102,4228,4517,4123,4559,9307,6537,4498,3054,2157,1108,301,31,3,0,,
"G0900050","1860","Connecticut","090","Litchfield","0050","Litchfield",47318,40895,764,345,5312,1,1,65333,4907,4700,430559,33,112,754,1303,1428,6,1,567,2321,2541,2400,2272,3622,3172,2567,1934,1341,656,167,18,0,0,544,2135,2579,2236,2284,4122,3196,2394,1890,1385,718,230,26,1,0,,
"G0900070","1860","Connecticut","090","Middlesex","0070","Middlesex",30859,26127,255,76,4395,5,1,44643,4174,8660,197721,111,236,613,660,515,5,0,356,1459,1614,1543,1329,2414,2172,1611,1139,780,393,97,8,0,9,367,1537,1639,1443,1522,2724,2228,1644,1253,924,462,167,17,2,6,,
"G0900090","1860","Connecticut","090","New Haven","0090","New Haven",97345,72889,1473,604,22343,26,10,83057,39810,8104,540089,238,429,1206,1147,723,6,1,1348,4914,4903,4256,4560,9949,7402,4928,2896,1703,776,176,9,2,1,1313,4798,5075,4226,4801,10685,7164,4810,3152,2043,1073,344,37,1,0,,
"G0900110","1860","Connecticut","090","New London","0110","New London",61731,50681,1097,180,9706,51,16,45727,25004,2889,379067,58,202,690,947,950,6,0,727,2845,3109,3085,3010,6077,4410,3221,2042,1290,639,139,29,0,0,665,2823,3102,2977,3294,6080,4284,3042,2213,1543,770,266,46,3,0,,
"G0900130","1860","Connecticut","090","Tolland","0130","Tolland",20709,18000,234,21,2453,0,1,19783,4766,7647,187543,45,95,454,779,521,0,0,171,944,1042,1060,1038,1692,1327,1094,858,580,328,99,9,0,0,143,885,937,980,1129,1838,1341,1147,891,663,379,113,20,1,0,,
"G0900150","1860","Connecticut","090","Windham","0150","Windham",34747,29542,323,144,4734,3,1,52320,6057,4839,318559,30,87,562,992,950,7,0,342,1556,1781,1903,1888,2681,2134,1819,1330,912,462,136,18,0,1,329,1564,1756,1835,1971,3026,2333,1864,1389,982,556,159,19,1,0,,
"G1000010","1860","Delaware","100","Kent","0010","Kent",27804,19820,6365,906,510,0,0,35694,2066,3021,173470,16,56,270,606,996,4,0,438,1710,1894,1961,1841,2535,1480,1197,765,381,133,31,8,0,0,399,1638,1875,1697,1603,2364,1425,1102,750,374,159,40,4,0,0,,
"G1000030","1860","Delaware","100","New Castle","0030","New Castle",54797,37785,7093,1090,8570,5,0,65342,35379,59,190096,16,83,274,469,840,7,0,843,3114,3270,3159,2893,5232,3497,2557,1527,761,287,71,10,3,0,837,3157,3301,3084,2949,5308,3524,2488,1564,887,344,110,18,2,0,,
"G1000050","1860","Delaware","100","Sussex","0050","Sussex",29615,23824,3470,900,80,0,0,13189,352,14511,209509,31,76,682,1153,1026,3,0,394,1953,2203,2125,1783,2380,1644,1221,791,406,143,37,11,0,0,405,1813,2070,1889,1738,2374,1608,1169,795,413,172,64,13,1,0,,
"G1200010","1860","Florida","120","Alachua","0010","Alachua",8232,3699,8,0,68,0,0,1812,60,5182,43177,4,24,91,69,102,7,3,140,547,638,571,473,807,514,312,174,87,22,10,3,1,2,126,522,573,550,450,692,478,292,135,76,21,12,2,2,0,,
"G1200090","1860","Florida","120","Brevard","0090","Brevard",246,217,0,1,7,0,0,0,0,0,1900,20,7,3,1,0,0,0,6,15,17,25,13,30,17,11,6,2,2,1,0,0,0,4,19,13,12,11,20,12,5,3,2,0,0,0,0,0,,
"G1200130","1860","Florida","120","Calhoun","0130","Calhoun",1446,890,1,26,5,0,0,0,0,0,15870,0,3,21,24,15,0,0,20,106,114,86,88,127,74,53,22,18,5,0,0,0,0,27,103,100,125,99,122,65,56,19,12,3,2,0,0,0,,
"G1200190","1860","Florida","120","Clay","0190","Clay",1914,1367,7,0,21,0,0,0,500,20,14965,42,50,56,13,6,1,0,30,156,165,144,88,148,113,67,47,22,6,2,0,0,0,22,153,164,144,88,134,120,51,37,10,1,1,0,1,0,,
"G1200230","1860","Florida","120","Columbia","0230","Columbia",4646,2563,0,1,19,0,0,4405,5797,2362,46920,9,29,96,83,95,2,0,60,340,345,363,270,473,271,163,77,44,16,3,0,0,1,64,332,352,349,275,384,224,119,65,40,14,1,0,1,0,,
"G1200250","1860","Florida","120","Dade","0250","Dade",83,47,0,1,33,0,0,,,,,,,,,,,,1,4,6,3,3,9,10,8,9,3,0,0,0,0,0,1,1,3,4,3,6,2,5,2,0,0,0,0,0,0,,
"G1200310","1860","Florida","120","Duval","0310","Duval",5074,2731,52,104,194,5,1,165,2370,1,14084,41,47,53,17,7,0,0,98,348,327,325,269,498,343,234,133,66,31,7,1,1,1,76,348,303,299,280,422,281,180,121,57,22,1,0,0,2,,
"G1200330","1860","Florida","120","Escambia","0330","Escambia",5768,3102,29,121,552,2,1,1200,100,0,1660,8,20,8,4,1,0,0,46,345,357,335,269,736,479,309,153,67,29,8,8,5,41,57,314,338,338,317,483,308,197,128,47,18,8,0,0,28,,
"G1200370","1860","Florida","120","Franklin","0370","Franklin",1904,1095,1,5,283,0,0,0,1900,0,0,0,1,2,0,0,0,0,26,108,126,105,96,190,146,117,52,33,5,0,0,0,0,16,102,132,107,106,164,125,88,40,11,7,1,0,1,0,,
"G1200390","1860","Florida","120","Gadsden","0390","Gadsden",9396,3942,4,2,39,0,0,0,0,5,121875,0,2,81,94,153,20,7,158,676,701,642,549,888,561,367,209,108,23,8,4,0,2,148,597,631,685,520,767,483,367,192,78,18,9,2,2,1,,
"G1200470","1860","Florida","120","Hamilton","0470","Hamilton",4154,2718,0,23,16,0,0,0,0,2698,54978,12,23,92,67,81,4,0,64,322,392,310,239,363,220,152,80,56,13,2,0,1,0,57,285,290,279,245,332,198,150,60,31,11,0,2,0,0,,
"G1200530","1860","Florida","120","Hernando","0530","Hernando",1200,1000,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,,
"G1200570","1860","Florida","120","Hillsborough","0570","Hillsborough",2981,2328,0,1,87,0,1,0,0,50,37939,57,86,96,24,5,0,0,53,186,246,226,177,236,179,102,90,38,15,8,1,0,0,53,201,237,218,184,190,160,105,46,21,8,1,0,0,0,,
"G1200590","1860","Florida","120","Holmes","0590","Holmes",1386,1269,0,3,2,0,0,690,0,5390,14148,11,27,64,22,13,0,0,22,80,98,103,73,117,72,47,32,20,6,0,0,0,0,34,104,118,94,101,102,71,47,25,11,8,1,0,0,0,,
"G1200630","1860","Florida","120","Jackson","0630","Jackson",10209,5240,7,36,23,0,0,0,0,2672,100196,6,60,210,119,147,27,12,147,692,792,747,549,969,559,358,243,103,54,8,1,3,0,148,684,792,712,564,878,533,333,208,86,34,9,2,1,0,,
"G1200650","1860","Florida","120","Jefferson","0650","Jefferson",9876,3448,0,4,50,0,0,30,50,3858,99909,0,8,92,57,130,26,11,165,697,757,691,519,801,525,349,195,86,32,16,5,0,2,198,741,735,642,600,922,530,337,184,98,34,8,3,1,3,,
"G1200670","1860","Florida","120","Lafayette","0670","Lafayette",2068,1487,0,1,3,0,0,20,54,3738,11893,2,9,25,15,10,4,0,39,124,201,151,103,173,107,85,55,11,5,2,0,0,0,25,148,166,153,98,198,99,66,46,10,1,2,0,0,0,,
"G1200730","1860","Florida","120","Leon","0730","Leon",12343,3085,28,31,109,0,1,225,0,888,132142,1,12,46,45,132,53,30,114,831,896,868,651,1104,807,549,312,118,45,10,5,0,2,121,777,858,811,662,1099,772,487,246,121,53,13,8,0,3,,
"G1200750","1860","Florida","120","Levy","0750","Levy",1781,1306,0,0,25,0,0,0,607,635,13113,1,15,20,14,13,1,0,28,125,145,104,92,145,97,77,40,13,4,3,0,0,26,26,123,142,140,113,128,78,45,26,14,5,1,0,0,41,,
"G1200770","1860","Florida","120","Liberty","0770","Liberty",1457,932,0,1,3,0,0,350,0,2111,24969,8,14,35,14,22,3,0,26,83,129,120,88,125,84,48,31,17,4,1,0,0,0,23,98,107,114,77,127,67,43,21,18,5,0,1,0,0,,
"G1200790","1860","Florida","120","Madison","0790","Madison",7779,3497,1,8,24,0,0,0,0,5132,126041,0,13,100,96,113,32,7,126,547,611,561,458,653,434,287,162,83,31,6,3,0,0,134,549,558,543,441,682,415,264,128,69,20,6,7,1,0,,
"G1200810","1860","Florida","120","Manatee","0810","Manatee",854,565,0,0,36,0,0,0,0,0,5580,44,21,15,3,0,0,1,7,70,61,52,37,87,47,37,36,13,5,2,1,0,0,15,68,63,42,45,74,43,21,18,4,4,1,0,1,0,,
"G1200830","1860","Florida","120","Marion","0830","Marion",8609,3260,0,1,34,0,0,0,10,500,73107,8,37,111,78,154,15,5,88,577,588,627,516,865,591,356,163,91,17,4,0,2,1,108,559,565,567,563,760,467,292,125,77,30,6,2,1,1,,
"G1200870","1860","Florida","120","Monroe","0870","Monroe",2913,1208,52,98,1094,7,3,100,3600,0,0,5,1,1,0,0,0,0,40,168,168,153,144,402,227,148,99,44,10,1,0,0,2,41,170,165,161,151,237,137,108,77,43,12,1,1,1,2,,
"G1200875","1860","Florida","120","Monroe-Dade [multi-county reporting area]","0875","Monroe-Dade (multi-county reporting area)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200890","1860","Florida","120","Nassau","0890","Nassau",3644,1801,14,39,177,1,0,25,1100,88,13665,18,27,47,11,11,1,0,79,215,264,231,173,436,252,184,76,41,15,5,0,0,0,70,202,216,234,199,313,172,135,78,38,10,6,0,0,0,,
"G1200895","1860","Florida","120","New River","0895","New River",3820,3059,1,0,16,0,0,4111,1425,3681,39453,17,58,131,59,39,1,0,70,312,342,279,209,334,218,122,72,39,12,4,2,0,0,62,273,292,249,235,329,170,114,48,27,6,0,0,0,0,,
"G1200950","1860","Florida","120","Orange","0950","Orange",987,819,0,1,4,0,0,65,0,372,9081,17,23,32,9,6,0,0,24,85,95,68,53,102,49,34,15,10,4,1,0,0,1,13,77,73,65,50,80,49,20,13,5,1,0,0,0,0,,
"G1201070","1860","Florida","120","Putnam","1070","Putnam",2712,1593,8,23,41,0,0,50,150,90,17960,1,26,58,19,18,2,0,42,198,224,198,137,254,209,97,60,41,5,2,2,0,0,66,181,190,156,134,212,155,78,42,21,5,2,1,0,0,,
"G1201090","1860","Florida","120","St Johns","1090","St Johns",3038,1871,32,44,82,6,0,500,2010,0,6233,17,45,12,4,2,0,0,43,178,240,191,151,227,162,109,78,50,17,5,3,0,2,46,177,232,180,186,277,164,132,91,55,25,8,1,0,8,,
"G1201130","1860","Florida","120","Santa Rosa","1130","Santa Rosa",5480,3917,20,40,131,1,0,0,0,0,2927,0,20,36,7,3,0,0,65,353,378,370,277,608,419,259,145,74,24,5,0,1,0,93,368,394,341,283,451,272,149,81,48,17,4,1,0,0,,
"G1201190","1860","Florida","120","Sumter","1190","Sumter",1549,996,0,0,4,0,0,0,0,0,15332,3,15,37,15,15,1,0,45,106,117,112,97,137,94,61,24,8,3,3,1,0,1,23,113,122,97,79,138,77,50,22,14,3,1,1,0,0,,
"G1201210","1860","Florida","120","Suwannee","1210","Suwannee",2303,1462,1,0,5,0,0,1715,1095,619,26647,5,11,56,36,43,4,0,23,183,181,186,133,216,126,98,51,17,8,2,0,0,0,26,171,171,147,115,204,103,81,36,15,7,3,0,0,0,,
