GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH5001,AH5002,AH5003,AH5004,AH5005,AH5006,AG7001,AG7002,AG7003,AG7004,AG8001,AG8002,AG8003,AG8004,AG8005,AG8006,AG8007,AHV001,AHV002,AHV003,AHV004,AHV005,AHV006,AHV007,AHV008,AHV009,AHV010,AHV011,AHV012,AHV013,AHV014,AHV015,AHV016,AHV017,AHV018,AHV019,AHV020,AHV021,AHV022,AHV023,AHV024,AHV025,AHV026,AHV027,AHV028,AHV029,AHV030,AHW001,AHW002
"G4200190","1860","Pennsylvania","420","Butler","0190","Butler",35594,31277,46,8,4261,2,0,3148,2518,16072,204146,15,176,1336,1667,697,1,1,482,2298,2751,2459,2056,2555,1765,1541,1116,644,296,72,12,2,0,504,2256,2599,2366,2017,2667,1920,1391,969,526,248,75,7,0,0,,
"G4200210","1860","Pennsylvania","420","Cambria","0210","Cambria",29155,22455,35,80,6585,0,0,1387,662,6884,87908,13,86,622,551,132,0,0,567,2154,2090,1659,1399,2532,1924,1276,774,407,143,35,6,0,3,522,2138,2146,1653,1490,2474,1610,953,672,382,104,37,4,0,1,,
"G4200250","1860","Pennsylvania","420","Carbon","0250","Carbon",21033,15700,9,0,5324,0,0,1627,850,475,29752,2,39,161,156,51,0,0,416,1568,1535,1264,957,1902,1563,1069,472,242,60,26,1,0,0,426,1518,1584,1227,972,1628,1220,717,383,204,56,22,1,0,0,,
"G4200270","1860","Pennsylvania","420","Centre","0270","Centre",27000,26004,163,98,735,0,0,18208,180,635,110946,0,6,71,364,627,0,0,403,1683,1947,1767,1443,2262,1611,1198,762,490,149,26,4,0,0,348,1646,1891,1616,1624,2404,1470,1082,610,374,148,40,1,1,0,,
"G4200290","1860","Pennsylvania","420","Chester","0290","Chester",74578,61935,4360,1537,6736,9,1,59055,12229,3706,783811,216,567,1200,1862,1298,2,0,996,4025,4539,4265,3989,6400,4533,3519,2571,1626,683,175,13,2,1,1060,3975,4320,4105,3964,6663,4705,3435,2446,1626,714,200,24,4,0,,
"G4200310","1860","Pennsylvania","420","Clarion","0310","Clarion",24988,23354,46,17,1571,0,0,1565,5,1846,95997,120,173,639,906,466,2,1,380,1787,2027,1672,1356,1770,1369,1037,717,376,150,43,4,2,0,367,1710,1944,1643,1421,2000,1277,913,537,318,125,38,5,0,0,,
"G4200330","1860","Pennsylvania","420","Clearfield","0330","Clearfield",18759,17297,33,48,1381,0,0,646,100,2149,118775,29,84,578,635,215,0,1,285,1366,1474,1225,981,1753,1184,818,452,265,115,27,1,0,0,293,1347,1397,1125,992,1463,942,626,340,194,77,15,2,0,0,,
"G4200350","1860","Pennsylvania","420","Clinton","0350","Clinton",17723,15755,35,102,1831,0,0,8487,332,0,79587,12,41,239,255,202,0,0,285,1188,1231,1089,943,1757,1227,772,467,217,90,13,2,0,0,282,1191,1188,985,995,1545,966,634,387,165,78,20,5,1,0,,
"G4200370","1860","Pennsylvania","420","Columbia","0370","Columbia",25065,23355,47,56,1607,0,0,10635,6041,5453,170709,20,78,487,828,434,0,0,285,1631,1732,1650,1437,2120,1539,1047,667,399,168,35,4,0,0,302,1641,1733,1482,1427,2156,1425,975,631,385,161,32,1,0,0,,
"G4200390","1860","Pennsylvania","420","Crawford","0390","Crawford",48755,45524,91,91,3049,0,0,3600,10256,31692,240801,101,449,2407,1884,573,0,0,658,2882,3431,3108,2744,4042,2825,2135,1493,942,374,108,13,1,0,662,2913,3230,3001,2899,4195,2670,1948,1306,767,304,82,21,1,0,,
"G4200410","1860","Pennsylvania","420","Cumberland","0410","Cumberland",40098,37618,637,703,1140,0,0,29012,9077,8597,271102,21,88,276,701,1018,1,0,590,2293,2579,2425,2364,3532,2235,1771,1089,667,311,72,9,0,0,585,2253,2535,2413,2417,3518,2455,1770,1116,666,342,79,12,0,0,,
"G4200430","1860","Pennsylvania","420","Dauphin","0430","Dauphin",46756,42019,981,720,3028,8,0,43546,62103,54234,280223,120,162,499,734,759,0,0,757,2876,3004,2716,2479,4243,2902,2118,1263,651,211,44,2,0,0,739,2788,2981,2773,2746,4420,2848,1982,1174,703,267,63,5,1,0,,
"G4200450","1860","Pennsylvania","420","Delaware","0450","Delaware",30597,22511,1298,350,6437,1,0,27281,31045,92,376383,85,176,406,454,297,0,0,414,1661,1766,1730,1684,2695,1891,1425,967,576,204,50,3,1,0,439,1574,1738,1758,1718,2922,2066,1400,962,594,273,71,12,3,0,,
"G4200470","1860","Pennsylvania","420","Elk","0470","Elk",5915,4209,8,3,1695,0,0,0,0,10,17100,15,132,265,64,17,0,0,96,384,430,356,297,608,426,319,186,89,41,6,1,0,0,96,360,457,327,263,400,295,225,155,74,18,5,1,0,0,,
"G4200490","1860","Pennsylvania","420","Erie","0490","Erie",49432,40583,93,82,8668,2,4,88468,2727,7807,279718,79,324,1782,1654,576,5,0,680,3007,3280,2863,2590,4026,3209,2312,1564,988,375,97,11,1,0,641,2886,3195,2801,2788,4446,3007,2043,1395,788,347,84,7,1,0,,
"G4200510","1860","Pennsylvania","420","Fayette","0510","Fayette",39909,37312,1189,360,1048,0,0,33432,5278,10028,205793,9,37,304,890,802,4,3,581,2347,2814,2719,2291,3020,2085,1597,1099,665,302,97,12,0,0,548,2338,2841,2726,2460,3352,2252,1601,1097,659,306,89,11,0,0,,
"G4200530","1860","Pennsylvania","420","Forest","0530","Forest",898,864,0,0,34,0,0,0,0,190,3787,6,8,10,18,6,0,0,20,68,68,36,56,117,65,36,20,16,2,1,0,0,0,13,61,68,44,40,81,41,23,13,5,3,1,0,0,0,,
"G4200550","1860","Pennsylvania","420","Franklin","0550","Franklin",42126,38847,1224,573,1480,2,0,32819,1613,18222,268402,23,90,324,676,1379,2,0,608,2599,2929,2706,2421,3298,2194,1827,1253,731,327,67,8,0,0,572,2390,2823,2550,2463,3661,2360,1956,1203,729,343,92,15,1,0,,
"G4200570","1860","Pennsylvania","420","Fulton","0570","Fulton",9131,8883,77,24,147,0,0,4415,375,2410,53192,10,50,238,374,325,0,0,99,555,666,639,544,682,477,395,293,211,64,16,1,1,0,127,535,615,562,510,732,487,361,278,170,79,29,2,1,0,,
"G4200590","1860","Pennsylvania","420","Greene","0590","Greene",24343,23632,315,211,185,0,0,23896,13,15286,127896,20,24,411,813,796,5,2,387,1563,1777,1784,1387,1916,1349,969,612,373,167,43,10,0,0,342,1489,1810,1566,1370,2042,1278,944,569,348,195,48,4,1,0,,
"G4200610","1860","Pennsylvania","420","Huntingdon","0610","Huntingdon",28100,26408,208,82,1402,0,0,17763,96,673,144971,4,25,238,704,794,1,0,375,1798,2020,1905,1535,2284,1685,1164,826,493,181,54,6,0,0,380,1853,1940,1795,1560,2250,1564,1039,710,451,173,52,6,1,0,,
"G4200630","1860","Pennsylvania","420","Indiana","0630","Indiana",33687,31770,74,112,1731,0,0,4810,263,22315,185431,59,202,917,1499,711,1,0,547,2084,2513,2321,1875,2530,1843,1405,884,604,249,55,5,0,0,530,2058,2433,2212,1957,2746,1939,1282,839,531,197,40,7,1,0,,
"G4200650","1860","Pennsylvania","420","Jefferson","0650","Jefferson",18270,16919,40,41,1270,0,0,25,149,8363,99080,80,188,558,566,157,0,0,332,1373,1442,1145,946,1654,1104,719,434,248,84,18,0,0,0,341,1317,1411,1098,1010,1501,902,550,359,200,71,11,0,0,0,,
"G4200670","1860","Pennsylvania","420","Juniata","0670","Juniata",16986,16459,216,45,266,0,0,12074,4005,2163,104579,11,52,238,328,315,0,0,321,1167,1257,1161,976,1399,912,653,447,280,93,21,4,0,0,258,1077,1119,1035,963,1445,919,639,449,249,108,25,8,1,0,,
"G4200710","1860","Pennsylvania","420","Lancaster","0710","Lancaster",116314,103115,2128,1329,9740,2,0,69765,25009,6413,935479,482,792,1289,2441,1633,2,0,1904,7206,7421,6587,6031,9708,7265,5334,3552,1981,802,202,16,1,0,1817,7106,7468,6524,6199,10334,6955,5015,3553,2100,969,238,22,4,0,,
"G4200730","1860","Pennsylvania","420","Lawrence","0730","Lawrence",22999,21045,86,16,1852,0,0,4695,3537,1150,108927,7,35,465,924,369,1,0,340,1394,1700,1428,1306,1670,1250,1023,660,419,125,63,4,1,0,341,1378,1547,1477,1301,2040,1327,967,642,356,175,60,4,1,0,,
"G4200750","1860","Pennsylvania","420","Lebanon","0750","Lebanon",31831,30910,21,62,838,0,0,24965,98,3217,221616,34,159,348,598,531,1,1,518,1981,2010,1952,1690,2651,1896,1448,930,576,210,43,0,0,3,508,1978,2035,1909,1735,2728,1810,1473,881,580,226,52,6,1,1,,
"G4200770","1860","Pennsylvania","420","Lehigh","0770","Lehigh",43753,40126,48,9,3570,0,0,46514,3838,7311,277901,95,386,812,943,476,0,0,738,2817,2967,2499,2142,3790,3053,2000,1270,717,281,71,4,0,2,721,2796,2952,2434,2145,3712,2583,1741,1223,708,289,90,7,1,0,,
"G4200790","1860","Pennsylvania","420","Luzerne","0790","Luzerne",90244,66308,383,67,23486,0,0,34508,20112,11411,261410,44,218,1281,1329,453,2,1,1730,6476,6455,4985,4310,8102,6664,4223,2172,1135,406,102,7,0,1,1639,6153,6220,4974,4435,7785,5526,3366,1753,1105,429,81,8,1,1,,
"G4200810","1860","Pennsylvania","420","Lycoming","0810","Lycoming",37399,33575,202,197,3425,0,0,17478,2963,1653,199128,17,94,466,812,511,0,1,592,2387,2511,2323,2030,3348,2363,1714,999,578,253,50,1,1,0,576,2350,2546,2199,2104,3266,2074,1475,861,517,227,46,6,2,0,,
"G4200830","1860","Pennsylvania","420","McKean","0830","Mckean",8859,8037,0,0,822,0,0,0,0,3879,58963,61,116,409,151,48,1,0,119,514,620,579,486,851,661,440,248,141,54,13,2,0,0,116,548,639,521,447,714,512,302,179,102,36,11,3,1,0,,
"G4200850","1860","Pennsylvania","420","Mercer","0850","Mercer",36856,33553,92,189,3022,0,0,3326,12419,13297,178948,20,141,1168,1527,552,0,0,591,2338,2585,2352,2043,2923,2034,1502,1061,615,266,76,12,0,2,492,2312,2773,2253,2167,3060,2092,1470,975,558,224,73,4,2,1,,
"G4200870","1860","Pennsylvania","420","Mifflin","0870","Mifflin",16340,15326,249,166,599,0,0,22224,2204,0,114380,38,71,167,291,476,0,0,232,999,1148,1026,955,1380,873,704,472,292,87,23,5,0,0,232,968,1018,1032,1017,1479,920,714,425,229,82,25,3,0,0,,
"G4200890","1860","Pennsylvania","420","Monroe","0890","Monroe",16758,15570,99,27,1061,1,0,6303,70,3088,91566,3,22,258,426,210,0,0,267,1094,1254,1141,958,1312,971,734,499,276,133,31,3,0,0,281,1104,1251,1058,885,1249,881,603,417,208,118,27,3,0,0,,
"G4200910","1860","Pennsylvania","420","Montgomery","0910","Montgomery",70500,61581,659,242,8015,2,1,45420,44862,6662,724563,392,883,1801,1733,493,0,1,989,3986,4324,3928,3710,6073,4550,3384,2359,1392,578,133,8,1,0,941,3896,4126,3827,3806,6300,4422,3281,2307,1336,660,169,11,3,0,,
"G4200930","1860","Pennsylvania","420","Montour","0930","Montour",13053,10932,100,13,2007,0,1,2742,631,794,45822,3,16,101,256,198,0,0,208,801,860,763,675,1183,926,613,326,196,64,22,3,0,0,191,831,829,709,719,1186,814,524,340,179,79,12,0,0,0,,
"G4200950","1860","Pennsylvania","420","Northampton","0950","Northampton",47904,43843,79,62,3920,0,0,16263,4862,1810,260651,60,239,725,977,497,0,0,702,3036,3214,2787,2447,3997,3138,2108,1427,788,328,64,5,1,1,691,2932,3166,2727,2624,4201,2858,2095,1320,777,389,77,4,0,0,,
"G4200970","1860","Pennsylvania","420","Northumberland","0970","Northumberland",28922,27089,67,48,1718,0,0,13490,7656,1112,171297,41,109,344,739,688,1,0,487,1765,1987,1836,1596,2524,1730,1297,808,428,164,34,4,1,0,476,1758,1882,1779,1646,2511,1524,1194,786,470,184,46,5,0,0,,
"G4200990","1860","Pennsylvania","420","Perry","0990","Perry",22793,22225,57,62,449,0,0,21806,6086,7332,146909,17,76,415,671,517,1,0,338,1454,1593,1554,1356,1922,1197,977,674,399,158,29,3,0,0,338,1328,1515,1391,1354,1875,1215,974,590,357,154,43,5,0,0,,
"G4201010","1860","Pennsylvania","420","Philadelphia","1010","Philadelphia",565529,374177,14821,7101,169167,130,133,17624,715836,764,79525,352,359,486,348,87,0,0,8016,31673,33000,27131,24340,51542,42815,26955,13887,6988,2379,545,55,6,1,7684,31598,32932,28312,30746,64244,44178,26701,15580,9161,3798,1076,157,28,1,,
"G4201030","1860","Pennsylvania","420","Pike","1030","Pike",7155,5837,109,28,1181,0,0,1305,110,30,45853,18,45,231,169,61,0,0,90,455,506,436,399,625,451,350,208,148,53,13,2,0,0,102,450,485,448,374,564,416,279,151,106,35,7,2,0,0,,
"G4201050","1860","Pennsylvania","420","Potter","1050","Potter",11470,10624,4,11,831,0,0,30,40,10811,55688,65,196,592,284,62,0,0,166,766,827,735,597,1021,817,552,304,191,67,13,3,1,0,187,723,809,701,584,908,651,410,250,118,52,15,2,0,0,,
"G4201070","1860","Pennsylvania","420","Schuylkill","1070","Schuylkill",89510,62886,182,175,26267,0,0,20968,22652,8486,238883,203,294,663,742,338,1,0,1678,6449,6703,5731,4351,6915,6163,4236,2152,1063,344,64,6,0,0,1587,6516,6648,5463,4530,6876,5356,3335,1806,1069,374,84,11,0,0,,
"G4201090","1860","Pennsylvania","420","Snyder","1090","Snyder",15035,14894,23,12,106,0,0,15778,0,2418,90414,2,21,231,514,317,0,0,293,1001,1095,952,806,1180,859,621,393,227,82,24,3,0,0,265,998,1011,943,880,1221,809,595,422,220,112,19,3,1,0,,
"G4201110","1860","Pennsylvania","420","Somerset","1110","Somerset",26778,25378,24,23,1353,0,0,7770,156,37927,198052,3,29,283,645,1125,4,0,449,1843,2091,1836,1452,2019,1367,1053,725,412,167,49,4,0,0,388,1818,2023,1770,1598,2187,1330,963,677,347,157,50,2,1,0,,
"G4201130","1860","Pennsylvania","420","Sullivan","1130","Sullivan",5637,4633,5,4,995,0,0,2637,7,4635,30100,12,98,334,168,35,0,0,105,389,427,383,313,477,311,256,187,92,31,12,0,0,0,81,337,412,361,325,370,299,198,158,74,33,5,1,0,0,,
"G4201150","1860","Pennsylvania","420","Susquehanna","1150","Susquehanna",36267,32294,142,67,3764,0,0,36126,325,17378,150283,6,118,1268,1687,671,0,0,495,2068,2370,2274,2036,3027,2273,1733,1145,728,348,74,5,1,1,383,1892,2298,2208,2136,3010,2104,1643,1005,636,297,70,7,0,0,,
"G4201170","1860","Pennsylvania","420","Tioga","1170","Tioga",31044,29228,76,26,1714,0,0,11004,285,8146,160193,11,156,1235,1036,359,1,0,375,1842,2259,2036,1748,2643,2043,1422,950,556,222,47,5,0,0,342,1780,2171,1940,1767,2491,1794,1188,773,444,163,41,2,0,0,,
"G4201190","1860","Pennsylvania","420","Union","1190","Union",14145,13771,39,16,319,0,0,11941,772,237,84038,29,56,172,285,335,0,0,246,805,901,855,800,1244,780,607,406,261,101,32,0,0,0,210,801,835,809,922,1248,826,631,427,258,108,29,3,0,0,,
"G4201210","1860","Pennsylvania","420","Venango","1210","Venango",25043,23887,68,0,1087,1,0,6941,373,12746,125663,52,231,1238,998,317,0,0,301,1696,1875,1702,1438,2327,1481,1025,688,388,159,38,3,0,0,298,1638,1801,1516,1448,1993,1293,862,604,300,135,28,6,0,0,,
"G4201230","1860","Pennsylvania","420","Warren","1230","Warren",19190,16465,17,32,2674,0,2,613,10,3297,81744,21,196,688,425,126,0,0,273,1260,1305,1090,993,1831,1366,928,586,324,144,31,1,0,0,252,1104,1318,1068,1025,1614,1126,720,447,252,107,22,2,0,1,,
"G4201250","1860","Pennsylvania","420","Washington","1250","Washington",46805,42739,1249,476,2340,1,0,53387,5465,36711,279895,58,109,471,1435,1670,7,0,575,2730,3037,3020,2642,3677,2692,2086,1299,872,416,109,16,1,0,583,2542,3151,2908,2737,4090,2816,2006,1309,915,427,126,21,2,0,,
"G4201270","1860","Pennsylvania","420","Wayne","1270","Wayne",32239,24682,20,20,7517,0,0,44601,5300,2910,176972,308,648,1480,716,186,1,1,451,2074,2372,2130,1676,2608,2298,1519,1027,534,194,47,6,0,0,448,2037,2160,1972,1668,2485,1899,1306,788,375,132,26,6,1,0,,
"G4201290","1860","Pennsylvania","420","Westmoreland","1290","Westmoreland",53736,49832,192,240,3472,0,0,44022,18496,30006,362764,89,204,741,1839,1431,1,0,808,3376,3808,3371,2876,4183,3116,2238,1587,960,490,96,10,1,0,802,3284,3818,3174,3004,4557,3122,2038,1552,937,404,109,15,0,0,,
"G4201310","1860","Pennsylvania","420","Wyoming","1310","Wyoming",12540,11970,4,1,565,0,0,10969,10,7140,81797,4,33,531,550,164,0,0,205,785,910,836,722,997,776,596,365,213,83,25,3,0,0,159,778,835,801,696,1015,725,485,286,166,68,10,0,0,0,,
"G4201330","1860","Pennsylvania","420","York","1330","York",68200,62699,932,432,4135,1,1,45942,13105,12819,480381,147,491,1425,1806,1265,1,0,957,4134,4462,4243,3747,5497,4078,3095,2115,1304,506,121,9,0,0,977,4045,4540,4066,3697,5755,3889,2973,2066,1215,552,141,14,2,0,,
"G4400010","1860","Rhode Island","440","Bristol","0010","Bristol",8907,6936,219,67,1663,18,4,2132,18036,0,25894,53,66,63,54,30,0,0,83,365,391,444,480,798,627,475,320,188,85,26,1,0,0,105,365,426,423,489,915,621,521,340,231,148,36,4,0,0,,
"G4400030","1860","Rhode Island","440","Kent","0030","Kent",17303,13892,164,90,3152,4,1,12608,13003,0,75131,11,65,283,299,152,1,0,203,745,838,881,920,1425,1089,887,605,349,170,52,8,0,0,224,750,907,853,1025,1718,1197,953,697,476,237,84,10,0,0,,
"G4400050","1860","Rhode Island","440","Newport","0050","Newport",21896,17344,627,179,3730,14,2,7420,28131,2755,158174,102,147,335,223,148,4,0,278,1003,1164,1099,1082,1835,1462,1117,748,477,226,57,6,2,0,247,1017,1110,1098,1081,2083,1619,1227,831,570,341,98,18,0,0,,
"G4400070","1860","Rhode Island","440","Providence","0070","Providence",107799,78445,1500,449,27377,21,7,54699,74607,4476,324503,81,223,772,733,257,0,0,1376,5116,5577,5353,5065,10102,7929,5533,3204,1733,743,156,16,2,0,1435,5028,5638,5185,5743,11628,8372,5560,3682,2267,1000,305,50,1,0,,
"G4400090","1860","Rhode Island","440","Washington","0090","Washington",18715,16729,387,198,1400,1,0,6832,6514,593,128021,14,51,287,438,466,6,0,223,955,1039,1020,988,1567,1180,902,628,412,239,59,5,0,0,216,900,1052,990,994,1704,1167,932,683,495,265,86,13,1,0,,
"G4500010","1860","South Carolina","450","Abbeville","0010","Abbeville",32385,11246,237,130,270,0,0,1655,0,37186,328204,8,17,156,288,664,74,26,395,2175,2452,2295,1823,2629,1641,1163,673,417,153,45,12,2,4,426,2165,2497,2327,1960,2799,1743,1155,715,453,186,49,20,5,6,,
"G4500070","1860","South Carolina","450","Anderson","0070","Anderson",22873,14167,105,57,119,0,0,0,550,86688,233940,3,29,438,474,482,15,1,368,1482,1758,1650,1240,1745,1135,776,505,318,136,35,7,1,19,371,1434,1792,1572,1369,1934,1297,869,504,337,140,43,12,2,22,,
"G4500110","1860","South Carolina","450","Barnwell","0110","Barnwell",30743,12549,24,616,153,0,0,16882,23873,20036,347389,13,29,194,328,697,114,32,501,1953,2366,2274,1789,2511,1529,1085,669,369,143,38,10,4,2,538,2066,2260,2139,1840,2617,1654,1153,620,418,137,42,11,0,5,,
"G4500130","1860","South Carolina","450","Beaufort","0130","Beaufort",40053,6586,56,753,128,0,0,10401,200,17071,164016,5,23,139,174,400,120,56,514,2378,2420,2449,2066,3126,2338,1695,1185,728,252,79,22,9,18,658,2537,2673,2341,2258,3556,2531,1826,1206,724,294,104,34,8,24,,
"G4500190","1860","South Carolina","450","Charleston","0190","Charleston",70100,22655,909,2711,6533,1,1,5009,106213,1376,185304,34,85,153,99,317,87,35,728,3770,4067,3962,3470,6179,4935,3519,1934,1083,380,92,33,8,13,848,3976,4209,4148,3798,6217,5088,3562,2154,1230,496,133,38,15,15,,
"G4500230","1860","South Carolina","450","Chester","0230","Chester",18122,6909,103,52,189,1,0,83,0,10458,177858,10,15,90,155,427,65,29,269,1211,1344,1267,916,1530,901,638,403,233,113,29,2,3,3,281,1204,1387,1221,1009,1582,1024,687,428,285,112,29,4,2,5,,
"G4500250","1860","South Carolina","450","Chesterfield","0250","Chesterfield",11834,7293,0,132,61,0,0,3732,500,10815,103127,0,8,174,175,224,10,5,135,752,883,940,660,936,632,408,269,177,57,21,2,0,12,154,777,894,878,668,1013,615,445,252,140,67,25,6,3,13,,
"G4500270","1860","South Carolina","450","Clarendon","0270","Clarendon",13095,4337,101,50,41,0,0,9262,0,2323,112166,1,34,155,134,220,33,12,194,857,933,934,731,1064,709,501,310,155,63,16,5,4,0,166,839,961,935,749,1077,782,531,303,160,80,24,7,5,0,,
"G4500290","1860","South Carolina","450","Colleton","0290","Colleton",41916,9193,45,308,62,0,1,1695,4508,22203,187516,1,46,403,283,286,14,3,480,2607,2656,2673,2129,3329,2499,1800,1154,616,235,74,24,10,2,506,2754,2766,2700,2397,3777,2793,1899,1144,587,216,65,22,2,0,,
"G4500310","1860","South Carolina","450","Darlington","0310","Darlington",20361,8378,7,45,54,0,0,4385,0,535,212799,14,31,178,216,333,56,25,283,1377,1497,1445,1168,1748,992,729,471,247,113,33,3,2,29,273,1332,1495,1416,1247,1710,1128,736,440,265,115,39,10,1,17,,
"G4500370","1860","South Carolina","450","Edgefield","0370","Edgefield",39887,15477,48,125,177,0,0,29891,193,36269,418455,10,54,320,378,763,145,26,587,2751,2986,2959,2224,3322,2084,1361,862,517,207,47,12,5,1,618,2662,2978,2720,2327,3384,2134,1438,882,527,209,63,16,4,0,,
"G4500390","1860","South Carolina","450","Fairfield","0390","Fairfield",22111,6151,91,113,222,0,0,18875,35816,11789,337564,1,2,27,86,425,96,46,323,1427,1618,1630,1126,1870,1088,796,501,345,126,26,12,4,3,329,1485,1643,1441,1216,1882,1225,879,556,354,135,50,9,7,5,,
"G4500430","1860","South Carolina","450","Georgetown","0430","Georgetown",21305,2948,70,113,65,0,0,310,100,25120,36710,25,37,56,38,59,33,7,219,1444,1213,1237,992,2010,1448,1335,471,287,102,29,12,3,21,214,1328,1233,1063,1127,1804,1530,1183,552,275,87,41,25,1,19,,
"G4500450","1860","South Carolina","450","Greenville","0450","Greenville",21892,14486,96,116,145,0,0,2222,22,35663,206298,58,79,416,432,288,15,1,319,1347,1612,1599,1295,1755,1027,823,522,311,128,34,7,2,1,297,1366,1667,1593,1357,1824,1175,781,503,332,160,40,10,5,0,,
"G4500510","1860","South Carolina","450","Horry","0510","Horry",7962,5546,0,39,18,0,0,425,7,27401,147805,53,127,264,151,73,3,1,142,572,595,568,461,692,449,277,180,109,36,11,1,1,5,129,549,562,554,445,622,415,261,166,109,29,13,2,0,7,,
"G4500550","1860","South Carolina","450","Kershaw","0550","Kershaw",13086,4978,94,103,70,0,0,10671,4290,19091,123346,1,23,114,99,171,31,11,118,806,948,829,758,1094,651,479,293,164,81,33,2,3,1,154,938,992,961,904,1068,722,508,304,165,74,24,10,0,2,,
"G4500570","1860","South Carolina","450","Lancaster","0570","Lancaster",11797,6019,31,62,35,0,0,4188,0,22435,115373,0,43,282,223,222,23,4,211,799,999,800,653,974,568,368,272,175,55,19,4,0,0,221,783,857,785,623,1064,632,414,275,144,74,21,4,3,0,,
"G4500590","1860","South Carolina","450","Laurens","0590","Laurens",23858,10487,95,34,42,0,0,7273,50,37965,297631,2,10,84,244,790,117,24,441,1537,1849,1774,1265,1910,1218,798,565,335,117,31,4,3,12,379,1534,1734,1723,1391,2053,1252,857,549,314,146,43,10,1,13,,
"G4500630","1860","South Carolina","450","Lexington","0630","Lexington",15579,9298,11,33,35,0,0,12787,52,24341,160603,3,76,621,348,272,8,1,232,1020,1164,1144,923,1262,802,580,391,214,77,16,2,2,0,204,944,1150,1112,888,1281,845,654,342,200,88,34,5,3,0,,
"G4500670","1860","South Carolina","450","Marion","0670","Marion",21190,10945,6,225,62,1,0,5360,0,69267,287054,11,48,301,317,473,21,8,342,1541,1629,1494,1133,1719,1083,668,440,242,103,23,3,3,0,326,1545,1626,1453,1241,1901,1138,729,418,257,93,29,8,2,1,,
"G4500690","1860","South Carolina","450","Marlboro","0690","Marlboro",12434,5355,60,108,18,0,0,2096,0,10280,173134,6,16,127,165,256,24,16,174,824,870,930,694,1052,673,382,280,160,67,17,2,1,0,173,838,916,891,747,1071,727,414,279,159,52,25,12,3,1,,
"G4500710","1860","South Carolina","450","Newberry","0710","Newberry",20879,6942,145,39,58,0,0,10370,1460,25894,259559,3,30,159,189,426,23,11,289,1444,1573,1530,1198,1763,1110,741,459,267,83,18,3,0,5,274,1372,1524,1426,1251,1772,1142,800,468,249,90,21,6,1,0,,
"G4500750","1860","South Carolina","450","Orangeburg","0750","Orangeburg",24896,8019,7,198,89,0,0,1770,0,10026,230782,7,37,143,249,573,58,22,441,1642,1877,1841,1293,2023,1347,877,555,331,104,30,13,2,0,406,1685,1781,1732,1410,2147,1409,913,566,279,134,41,14,2,1,,
"G4500770","1860","South Carolina","450","Pickens","0770","Pickens",19639,15023,61,48,312,0,0,535,290,49879,181444,18,67,377,431,398,10,0,319,1287,1540,1485,1086,1519,961,582,479,270,121,42,12,1,0,309,1268,1505,1327,1111,1771,1015,711,483,268,117,41,7,2,0,,
"G4500790","1860","South Carolina","450","Richland","0790","Richland",18307,6210,152,287,653,0,0,2275,175,1425,37834,0,3,36,38,85,16,25,269,998,897,1144,1040,1821,1270,872,421,272,57,26,4,0,13,312,1053,916,1133,1055,1760,1244,908,446,269,70,13,13,3,8,,
"G4500830","1860","South Carolina","450","Spartanburg","0830","Spartanburg",26919,18456,26,116,81,0,0,20298,7764,49823,260210,20,76,505,459,527,7,5,304,1870,1909,1970,1558,2130,1329,877,649,409,162,40,5,0,17,313,1793,2002,1869,1737,2319,1450,949,626,378,173,54,16,3,8,,
"G4500850","1860","South Carolina","450","Sumter","0850","Sumter",23859,6785,57,263,72,0,0,19190,675,99750,217482,22,52,228,169,330,62,26,320,1643,1689,1741,1351,1861,1214,870,593,334,149,32,17,4,3,336,1554,1641,1647,1359,1978,1390,944,568,384,167,50,17,2,1,,
"G4500870","1860","South Carolina","450","Union","0870","Union",19635,8626,43,121,44,0,0,9142,10,17391,194977,4,29,184,199,327,35,8,364,1278,1469,1378,1122,1636,1122,664,406,259,115,29,7,5,1,350,1278,1451,1358,1098,1634,1107,683,442,233,99,36,7,2,2,,
"G4500890","1860","South Carolina","450","Williamsburg","0890","Williamsburg",15489,5154,0,43,33,0,0,0,25,205,126357,15,62,172,152,215,23,6,202,1133,1150,1133,900,1345,885,513,360,180,58,22,1,1,0,196,1129,1217,1107,832,1290,749,530,282,169,77,17,4,7,0,,
"G4500910","1860","South Carolina","450","York","0910","York",21502,11189,97,92,140,0,0,3207,573,32412,207885,4,31,199,287,646,21,10,322,1415,1580,1501,1138,1782,1089,711,532,310,125,34,9,1,2,336,1411,1609,1451,1147,1892,1182,863,526,328,145,43,13,2,3,,
"G4700010","1860","Tennessee","470","Anderson","0010","Anderson",7068,6453,3,5,24,0,0,549,0,25500,73747,6,29,198,209,152,5,0,111,515,607,545,378,547,322,249,158,96,36,10,1,0,0,114,475,547,461,400,576,366,250,161,85,40,14,3,1,0,,
"G4700030","1860","Tennessee","470","Bedford","0030","Bedford",21584,14628,9,43,160,0,0,32,835,24157,295384,11,65,579,420,676,28,5,269,1554,1681,1668,1308,1812,1123,787,444,265,100,34,5,0,2,298,1517,1518,1464,1195,1862,1140,718,401,249,118,46,3,3,0,,
